mnemonic	summary	kind	standard_status	in_anno	in_ydb	ansi_code	anno_section	ydb_section	conflict_id	notes
INVNAMECOUNT	Number of varnames (namecount parameter in a xxxx call) cannot be less than zero	Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVNAMECOUNT		
INVNETFILNM	Invalid file name following node designation in global directory	Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVNETFILNM		
INVOBJ	Cannot ZLINK object file due to unexpected format	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVOBJ		
INVOBJFILE	Cannot ZLINK object file ffff due to unexpected format	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVOBJFILE		
INVPORTSPEC	Invalid port specification	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVPORTSPEC		
INVPROT	Invalid protocol specified by remote partner	Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVPROT		
INVQUALTIME	Invalid time qualifier value. Specify as xxxx=delta_or_absolute_time.	Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVQUALTIME		
INVREDIRQUAL	Invalid REDIRECT qualifier value. xxxx	Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVREDIRQUAL		
INVROLLBKLVL	Rollback level (xxxx) not less than current $TLEVEL(yyyy). Can't rollback.	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVROLLBKLVL		
INVSEQNOQUAL	Invalid SEQNO qualifier value xxxx	Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVSEQNOQUAL		
INVSHUTDOWN	Shutdown timeout should be from 0 to 3600 seconds	Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVSHUTDOWN		
INVSPECREC	pppp Invalid global modifier record	Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVSPECREC		
INVSTACODE	Invalid value for second parameter of $STACK (xxxx)	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVSTACODE		
INVSTATSDB	Database file SSSS associated with statistics database region RRRR is not a valid statistics database	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVSTATSDB		
INVSTRLEN	Invalid string length xxxx: max yyyy	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVSTRLEN		
INVSVN	Invalid special variable name	Compile Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVSVN		
INVTMPDIR	Value or default for $ydb_tmp/$gtm_tmp is either not found or not a directory (dddd) - Reverting to default value	Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVTMPDIR		
INVTPTRANS	Invalid TP transaction - either invalid TP token or transaction not in progress	Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVTPTRANS		
INVTRCGRP	Invalid trace group specified in $ydb_trace_groups/$gtm_trace_groups: gggg	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVTRCGRP		
INVTRNSQUAL	Invalid TRANSACTION qualifier. Specify only one of TRANSACTION=[NO]SET or TRANSACTION=[NO]KILL.	Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVTRNSQUAL		
INVVALUE	VVVV is invalid xxxx value for yyyy INVVALUE, VVVV is invalid HEX value for $ZCONVERT(). Range is 1 to 16 unsigned hexadecimal digits	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVVALUE		
INVVARNAME	Invalid local/global/ISV variable name xxxx supplied to API call	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVVARNAME		
INVYDBEXIT	Inappropriate invocation of ydb_exit(). Calls to ydb_exit() cannot be made from external calls.	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVYDBEXIT		
INVZBREAK	Cannot set ZBREAK in direct mode routine (GTM$DMOD)	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVZBREAK		
INVZCONVERT	Translation supported only between DEC/HEX OR between UTF-8/UTF-16/UTF-16LE/UTF-16BE	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVZCONVERT		
INVZDIRFORM	Invalid value (xxxx) specified for ZDIR_FORM	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVZDIRFORM		
INVZROENT	xxxx is neither a directory nor an object library(DLL)	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVZROENT		
INVZSTEP	Invalid ZSTEP qualifier	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#INVZSTEP		
IOEOF	Attempt to read past an end-of-file	Error	ydb-extension	false	true			MessageRecovery/errors.rst#IOEOF		
IOERROR	Error occured while doing aaaa in oooo operation -- called from module mmmm at line LLLL	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#IOERROR		
IONOTOPEN	Attempt to USE an I/O device which has not been opened	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#IONOTOPEN		
IORUNDOWN	Error during image rundown	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#IORUNDOWN		
IOWRITERR	IO Write by pid xxxx to blk yyyy of database file zzzz failed. Pid aaaa retrying the IO.	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#IOWRITERR		
IPCNOTDEL	xxxx : yyyy did not delete IPC resources for region zzzz	Information	ydb-extension	false	true			MessageRecovery/errors.rst#IPCNOTDEL		
ISOLATIONSTSCHN	Error changing NOISOLATION status for global ^xxxx within a TP transaction from aaaa to bbbb	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#ISOLATIONSTSCHN		
ISSPANGBL	Operation cannot be performed on global ^gggg as it spans multiple regions in current global directory	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#ISSPANGBL		
ISVSUBSCRIPTED	ISV variable name xxxx specified with a non-zero subscript count of nnnn	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#ISVSUBSCRIPTED		
ISVUNSUPPORTED	ISV variable name xxxx not supported in yyyy call	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#ISVUNSUPPORTED		
JANSSONDLERROR	Attempt to load Jansson JSON library failed: xxxx - in yyyy call	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JANSSONDLERROR		
JANSSONENCODEERROR	JSON encoding error: xxxx - in yyyy call	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JANSSONENCODEERROR		
JANSSONINVALIDJSON	Invalid JSON: xxxx - in yyyy call	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JANSSONINVALIDJSON		
JIUNHNDINT	An error during $ZINTERRUPT processing was not handled: eeee	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JIUNHNDINT		
JNI	xxxx	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNI		
JNLACCESS	Error accessing journal file jjjj	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLACCESS		
JNLACTINCMPLT	Mupip journal action might be incomplete	Warning	ydb-extension	false	true			MessageRecovery/errors.rst#JNLACTINCMPLT		
JNLALIGNSZCHG	Journal ALIGNSIZE is rounded up to xxxx blocks (closest next higher power of two)	Information	ydb-extension	false	true			MessageRecovery/errors.rst#JNLALIGNSZCHG		
JNLALIGNTOOSM	Alignsize xxxx (bytes) is too small for a block size of yyyy (bytes) for aaaa bbbb. Using alignsize of cccc (bytes) instead.	Warning	ydb-extension	false	true			MessageRecovery/errors.rst#JNLALIGNTOOSM		
JNLALLOCGROW	Increased Journal ALLOCATION from [ssss blocks] to [aaaa blocks] to match AUTOSWITCHLIMIT for ffff nnnn	Information	ydb-extension	false	true			MessageRecovery/errors.rst#JNLALLOCGROW		
JNLBADLABEL	Journal file xxxx has a bad YottaDB Journal File Label. Expected yyyy. Found zzzz.	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLBADLABEL		
JNLBADRECFMT	Journal File Record Format Error encountered for file jjjj at disk address yyyy	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLBADRECFMT		
JNLBUFFDBUPD	Journal file buffer size for database file dddd has been adjusted from xxxx to yyyy.	Warning	ydb-extension	false	true			MessageRecovery/errors.rst#JNLBUFFDBUPD		
JNLBUFFPHS2SALVAGE	Salvaged journal records from process PPPP for database file DDDD at transaction number [NNNN] and journal-sequence-number/unique-token [JJJJ] with journal file starting offset OOOO and length LLLL	Information	ydb-extension	false	true			MessageRecovery/errors.rst#JNLBUFFPHS2SALVAGE		
JNLBUFFREGUPD	Journal file buffer size for region rrrr has been adjusted from xxxx to yyyy.	Warning	ydb-extension	false	true			MessageRecovery/errors.rst#JNLBUFFREGUPD		
JNLBUFINFO	Pid aaaa dsk bbbb free cccc bytcnt dddd io_in_prog eeee fsync_in_prog ffff dskaddr gggg freeaddr hhhh qiocnt iiii now_writer xxxx fsync_pid yyyy filesize zzzz cycle oooo errcnt pppp wrtsize qqqq fsync_dskaddr rrrr rsrv_free jjjj rsrv_freeaddr kkkk phase2_commit_index1 llll phase2_commit_index2 mmmm next_align_addr nnnn size ssss	Information	ydb-extension	false	true			MessageRecovery/errors.rst#JNLBUFINFO		
JNLCLOSE	Error closing journal file xxxx	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLCLOSE		
JNLCLOSED	Journaling closed for database file dddd at transaction number xxx	Warning	ydb-extension	false	true			MessageRecovery/errors.rst#JNLCLOSED		
JNLCNTRL	Journal control unsynchronized for ffff.	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLCNTRL		
JNLCREATE	Journal file xxxx created for <database/region> yyyy with aaaa	Information	ydb-extension	false	true			MessageRecovery/errors.rst#JNLCREATE		
JNLCRESTATUS	xxxx at line aaaa for journal file yyyy, database file zzzz encountered error	Warning	ydb-extension	false	true			MessageRecovery/errors.rst#JNLCRESTATUS		
JNLCYCLE	Journal file jjjj causes cycle in the journal file generations of database file dddd	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLCYCLE		
JNLDBSEQNOMATCH	Journal file ffff has beginning region sequence number [jjjj], but database dddd has region sequence number [ssss]	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLDBSEQNOMATCH		
JNLDBTNNOMATCH	Journal file xxxx has zzzz transaction number aaaa, but database yyyy has current transaction number bbbb and journal end transaction number cccc	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLDBTNNOMATCH		
JNLDISABLE	Specified journal option(s) cannot take effect as journaling is DISABLED on database file dddd	Warning	ydb-extension	false	true			MessageRecovery/errors.rst#JNLDISABLE		
JNLENDIANBIG	Journal file jjjj is BIG endian on a LITTLE endian system	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLENDIANBIG		
JNLENDIANLITTLE	Journal file jjjj is LITTLE endian on a BIG endian system	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLENDIANLITTLE		
JNLEXTEND	Journal file extension error for file jjjj	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLEXTEND		
JNLEXTRCTSEQNO	Journal Extracts based on sequence numbers are restricted to a single region when replication is OFF	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLEXTRCTSEQNO		
JNLFILECLOSERR	Error closing journal file xxxx	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLFILECLOSERR		
JNLFILEDUP	Journal files xxxx and yyyy are the same	Information	ydb-extension	false	true			MessageRecovery/errors.rst#JNLFILEDUP		
JNLFILEOPNERR	Error opening journal file xxxx	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLFILEOPNERR		
JNLFILEXTERR	Error during extension of journal file xxxx	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLFILEXTERR		
JNLFILNOTCHG	Journal file not changed	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLFILNOTCHG		
JNLFILOPN	Error opening journal file jjjj for database file dddd	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLFILOPN		
JNLFILRDOPN	Error opening journal file xxxx for read for database file yyyy	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLFILRDOPN		
JNLFLUSH	Error flushing journal buffers to journal file xxxx	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLFLUSH		
JNLFLUSHNOPROG	No progress while attempting to flush journal file jjjj	Warning	ydb-extension	false	true			MessageRecovery/errors.rst#JNLFLUSHNOPROG		
JNLFNF	Journal file xxxx not found	Information	ydb-extension	false	true			MessageRecovery/errors.rst#JNLFNF		
JNLFSYNCERR	Error synchronizing journal file xxxx to disk	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLFSYNCERR		
JNLFSYNCLSTCK	Journaling fsync lock is stuck in journal file jjjj	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLFSYNCLSTCK		
JNLINVALID	jjjj is not a valid journal file for database file: rrrr	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLINVALID		
JNLINVALLOC	Journal file allocation xxxx is not within the valid range of yyyy to zzzz. Journal file not created.	Warning	ydb-extension	false	true			MessageRecovery/errors.rst#JNLINVALLOC		
JNLINVEXT	Journal file extension xxxx is greater than the maximum allowed size of yyyy. Journal file not created.	Warning	ydb-extension	false	true			MessageRecovery/errors.rst#JNLINVEXT		
JNLINVSWITCHLMT	Journal AUTOSWITCHLIMIT xxxx falls outside of allowed limits aaaa and bbbb	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLINVSWITCHLMT		
JNLMINALIGN	Journal Record Alignment xxxx is less than the minimum value of yyyy	Warning	ydb-extension	false	true			MessageRecovery/errors.rst#JNLMINALIGN		
JNLMOVED	Journal file appears to have been moved. Journaling activity will not be done.	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLMOVED		
JNLNEWREC	Target system cannot recognize journal record of type xxxx, last recognized type is yyyy	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLNEWREC		
JNLNMBKNOTPRCD	Journal file xxxx does not match the current journal file yyyy of database file zzzz	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLNMBKNOTPRCD		
JNLNOBIJBACK	MUPIP JOURNAL BACKWARD cannot continue as journal file xxxx does not have before image journaling	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLNOBIJBACK		
JNLNOCREATE	Journal file jjjj not created	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLNOCREATE		
JNLNOREPL	Replication not enabled for journal file jjjj (database file dddd)	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLNOREPL		
JNLOPNERR	Error opening journal file xxxx for database yyyy	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLOPNERR		
JNLORDBFLU	Error flushing database blocks to dddd. See related messages in the operator log	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLORDBFLU		
JNLPOOLBADSLOT	Source server slot for secondary instance xxxx is in an inconsistent state. Pid = pppp, State = ssss, SlotIndex = iiii	Warning	ydb-extension	false	true			MessageRecovery/errors.rst#JNLPOOLBADSLOT		
JNLPOOLPHS2SALVAGE	Salvaged journal records from process PPPP for replication instance file iiii at journal sequence number [JJJJ] with journal pool starting offset [OOOO] and length LLLL	Information	ydb-extension	false	true			MessageRecovery/errors.rst#JNLPOOLPHS2SALVAGE		
JNLPOOLRECOVERY	The size of the data written to the journal pool (xxxx) does not match the size of the data in the journal files (yyyy) at journal sequence number zzzz for the replication instance file xxxx. The journal pool has been recovered.	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLPOOLRECOVERY		
JNLPOOLSETUP	Journal Pool setup error	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLPOOLSETUP		
JNLPREVRECOV	Journal file has nonzero value in prev_recov_end_of_data field	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLPREVRECOV		
JNLPROCSTUCK	Journal file writes blocked by process xxxx	Warning	ydb-extension	false	true			MessageRecovery/errors.rst#JNLPROCSTUCK		
JNLPVTINFO	Pid aaaa cycle mmmm fd_mismatch nnnn channel rrrr sync_io ssss pini_addr xxxx qio_active yyyy old_channel zzzz	Information	ydb-extension	false	true			MessageRecovery/errors.rst#JNLPVTINFO		
JNLQIOSALVAGE	Journal IO lock for database file xxxx salvaged from dead process yyyy	Information	ydb-extension	false	true			MessageRecovery/errors.rst#JNLQIOSALVAGE		
JNLRDERR	Error reading journal file xxxx. Unable to initialize.	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLRDERR		
JNLRDONLY	Journal file xxxx read only	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLRDONLY		
JNLREAD	Error reading from journal file xxxx at offset yyyy	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLREAD		
JNLREADBOF	Beginning of journal file encountered for xxxx	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLREADBOF		
JNLREADEOF	End of journal file encountered	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLREADEOF		
JNLRECFMT	Journal file record format error encountered	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLRECFMT		
JNLRECINCMPL	Incomplete journal record at disk address aaaa for file jjjj while attempting to read seqno ssss	Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLRECINCMPL		
JNLRECTYPE	Journal record type does not match expected type	Run Time Error	ydb-extension	false	true			MessageRecovery/errors.rst#JNLRECTYPE		
